id	symbol	display_name	hold_effect	hold_effect_param	item_type	category	family_group	rationale
19	ITEM_LOVE_BALL	Love Ball	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
20	ITEM_FAST_BALL	Fast Ball	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
21	ITEM_HEAVY_BALL	Heavy Ball	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
22	ITEM_DREAM_BALL	Dream Ball	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
23	ITEM_SAFARI_BALL	Safari Ball	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
24	ITEM_SPORT_BALL	Sport Ball	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
25	ITEM_PARK_BALL	Park Ball	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
26	ITEM_BEAST_BALL	Beast Ball	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
27	ITEM_CHERISH_BALL	Cherish Ball	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
28	ITEM_POTION	Potion	HOLD_EFFECT_NONE	20		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
29	ITEM_SUPER_POTION	Super Potion	HOLD_EFFECT_NONE	60		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
30	ITEM_HYPER_POTION	Hyper Potion	HOLD_EFFECT_NONE	120		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
31	ITEM_MAX_POTION	Max Potion	HOLD_EFFECT_NONE	255		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
32	ITEM_FULL_RESTORE	Full Restore	HOLD_EFFECT_NONE	255		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
33	ITEM_REVIVE	Revive	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
34	ITEM_MAX_REVIVE	Max Revive	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
35	ITEM_FRESH_WATER	Fresh Water	HOLD_EFFECT_NONE	30		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
36	ITEM_SODA_POP	Soda Pop	HOLD_EFFECT_NONE	50		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
37	ITEM_LEMONADE	Lemonade	HOLD_EFFECT_NONE	70		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
38	ITEM_MOOMOO_MILK	Moomoo Milk	HOLD_EFFECT_NONE	100		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
39	ITEM_ENERGY_POWDER	Energy Powder	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
40	ITEM_ENERGY_ROOT	Energy Root	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
41	ITEM_HEAL_POWDER	Heal Powder	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
42	ITEM_REVIVAL_HERB	Revival Herb	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
43	ITEM_ANTIDOTE	Antidote	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
44	ITEM_PARALYZE_HEAL	Paralyze Heal	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
45	ITEM_BURN_HEAL	Burn Heal	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
46	ITEM_ICE_HEAL	Ice Heal	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
47	ITEM_AWAKENING	Awakening	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
48	ITEM_FULL_HEAL	Full Heal	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
49	ITEM_ETHER	Ether	HOLD_EFFECT_NONE	10		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
50	ITEM_MAX_ETHER	Max Ether	HOLD_EFFECT_NONE	255		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
51	ITEM_ELIXIR	Elixir	HOLD_EFFECT_NONE	10		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
52	ITEM_MAX_ELIXIR	Max Elixir	HOLD_EFFECT_NONE	255		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
53	ITEM_BERRY_JUICE	Berry Juice	HOLD_EFFECT_RESTORE_HP	20		UNSUPPORTED_DAMAGE_RELEVANT	post_hit_or_residual	Changes HP, status, stat stages, volatiles or items only through ItemBattleEffects activations (MoveEnd handlers after damage, end of turn, switch-in, or event scripts) or residual/drain handling. It can change later HP/stats/KO, so it is not globally neutral; request-local rule single_hit_item_activation_outside_damage clears it for a single-hit ordinary move.
54	ITEM_SACRED_ASH	Sacred Ash	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
55	ITEM_SWEET_HEART	Sweet Heart	HOLD_EFFECT_NONE	20		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
56	ITEM_MAX_HONEY	Max Honey	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
57	ITEM_PEWTER_CRUNCHIES	Pewter Crunchies	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
58	ITEM_RAGE_CANDY_BAR	Rage Candy Bar	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
59	ITEM_LAVA_COOKIE	Lava Cookie	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
60	ITEM_OLD_GATEAU	Old Gateau	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
61	ITEM_CASTELIACONE	Casteliacone	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
62	ITEM_LUMIOSE_GALETTE	Lumiose Galette	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
63	ITEM_SHALOUR_SABLE	Shalour Sable	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
64	ITEM_BIG_MALASADA	Big Malasada	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
65	ITEM_HP_UP	HP Up	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
66	ITEM_PROTEIN	Protein	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
67	ITEM_IRON	Iron	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
68	ITEM_CALCIUM	Calcium	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
69	ITEM_ZINC	Zinc	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
70	ITEM_CARBOS	Carbos	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
71	ITEM_PP_UP	PP Up	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
72	ITEM_PP_MAX	PP Max	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
73	ITEM_HEALTH_FEATHER	Health Feather	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
74	ITEM_MUSCLE_FEATHER	Muscle Feather	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
75	ITEM_RESIST_FEATHER	Resist Feather	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
76	ITEM_GENIUS_FEATHER	Genius Feather	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
77	ITEM_CLEVER_FEATHER	Clever Feather	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
78	ITEM_SWIFT_FEATHER	Swift Feather	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
79	ITEM_ABILITY_CAPSULE	Ability Capsule	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
80	ITEM_ABILITY_PATCH	Ability Patch	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
81	ITEM_LONELY_MINT	Lonely Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
82	ITEM_ADAMANT_MINT	Adamant Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
83	ITEM_NAUGHTY_MINT	Naughty Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
84	ITEM_BRAVE_MINT	Brave Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
85	ITEM_BOLD_MINT	Bold Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
86	ITEM_IMPISH_MINT	Impish Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
87	ITEM_LAX_MINT	Lax Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
88	ITEM_RELAXED_MINT	Relaxed Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
89	ITEM_MODEST_MINT	Modest Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
90	ITEM_MILD_MINT	Mild Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
91	ITEM_RASH_MINT	Rash Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
92	ITEM_QUIET_MINT	Quiet Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
93	ITEM_CALM_MINT	Calm Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
94	ITEM_GENTLE_MINT	Gentle Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
95	ITEM_CAREFUL_MINT	Careful Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
96	ITEM_SASSY_MINT	Sassy Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
97	ITEM_TIMID_MINT	Timid Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
98	ITEM_HASTY_MINT	Hasty Mint	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
